,score,time,samples,subject,session,channels,n_sessions,dataset,pipeline
224,0.9528125,1.5708933,480.0,1,5,16,1,BrainInvaders2013a,HODA
225,0.9634375,1.7777803,480.0,1,6,16,1,BrainInvaders2013a,HODA
226,0.95703125,1.2290466,480.0,1,7,16,1,BrainInvaders2013a,HODA
227,0.9814063,57.014553,480.0,1,0,16,1,BrainInvaders2013a,PARAFACDA
228,0.9753125,16.395866,480.0,1,1,16,1,BrainInvaders2013a,PARAFACDA
229,0.9771875,17.302395,480.0,1,2,16,1,BrainInvaders2013a,PARAFACDA
230,0.98640627,18.402555,480.0,1,3,16,1,BrainInvaders2013a,PARAFACDA
231,0.9842188,16.390083,480.0,1,4,16,1,BrainInvaders2013a,PARAFACDA
232,0.970625,17.2545,480.0,1,5,16,1,BrainInvaders2013a,PARAFACDA
233,0.9664062,17.30798,480.0,1,6,16,1,BrainInvaders2013a,PARAFACDA
234,0.9740625,20.59427,480.0,1,7,16,1,BrainInvaders2013a,PARAFACDA
235,0.9865625,56.938766,480.0,1,0,16,1,BrainInvaders2013a,BTTDA
236,0.983125,20.392246,480.0,1,1,16,1,BrainInvaders2013a,BTTDA
237,0.976875,22.782501,480.0,1,2,16,1,BrainInvaders2013a,BTTDA
238,0.9821875,26.299932,480.0,1,3,16,1,BrainInvaders2013a,BTTDA
239,0.9867188,14.940437,480.0,1,4,16,1,BrainInvaders2013a,BTTDA
240,0.97,23.825369,480.0,1,5,16,1,BrainInvaders2013a,BTTDA
241,0.96625,21.743027,480.0,1,6,16,1,BrainInvaders2013a,BTTDA
242,0.9765625,20.324743,480.0,1,7,16,1,BrainInvaders2013a,BTTDA
243,0.958062,33.28786,504.0,2,0,16,1,BrainInvaders2013a,HODA
244,0.9196875,4.1246324,480.0,2,1,16,1,BrainInvaders2013a,HODA
245,0.96296877,6.3069854,480.0,2,2,16,1,BrainInvaders2013a,HODA
246,0.8932812,4.733238,480.0,2,3,16,1,BrainInvaders2013a,HODA
247,0.94421875,3.5613039,480.0,2,4,16,1,BrainInvaders2013a,HODA
248,0.8075,3.030196,480.0,2,5,16,1,BrainInvaders2013a,HODA
249,0.8954688,1.6122962,480.0,2,6,16,1,BrainInvaders2013a,HODA
250,0.91484374,2.284043,480.0,2,7,16,1,BrainInvaders2013a,HODA
251,0.9798669,55.412346,504.0,2,0,16,1,BrainInvaders2013a,PARAFACDA
252,0.92375,16.365808,480.0,2,1,16,1,BrainInvaders2013a,PARAFACDA
